"Name","Live Bytes","Live Objects"
"org.apache.catalina.connector.Request$3","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$4","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$5","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$6","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$7","16 B (0 %)","1 (0 %)"
"java.lang.module.ModuleDescriptor$Builder$$Lambda$296.0x0000000800d22d30","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$8","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$9","16 B (0 %)","1 (0 %)"
"java.io.ObjectInputFilter$Config$$Lambda$61.0x0000000800ba9a60","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.parsing.FailFastProblemReporter","16 B (0 %)","1 (0 %)"
"org.springframework.util.ReflectionUtils$$Lambda$107.0x0000000800c04ca0","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.SpringNamingPolicy","16 B (0 %)","1 (0 %)"
"sun.net.www.protocol.jrt.Handler","16 B (0 %)","1 (0 %)"
"java.lang.CharacterData00","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper$$Lambda$165.0x0000000800c70040","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext$$Lambda$588.0x0000000800e6ccf8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.BackgroundPreinitializer","16 B (0 %)","1 (0 %)"
"jdk.internal.math.FloatingDecimal$1","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$1","16 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Request$2","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor1","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.function.support.HandlerFunctionAdapter","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.server.AbstractServletWebServerFactory$$Lambda$499.0x0000000800dfc498","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor8","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor9","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor6","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl$1","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor7","16 B (0 %)","1 (0 %)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$263.0x0000000800d04850","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor4","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor5","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor2","16 B (0 %)","1 (0 %)"
"jdk.internal.reflect.GeneratedMethodAccessor3","16 B (0 %)","1 (0 %)"
"sun.rmi.server.UnicastRef","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.ServletContextInitializerBeans$$Lambda$507.0x0000000800e13cd0","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.support.DefaultListableBeanFactory$$Lambda$371.0x0000000800dac0b0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.logging.LoggingSystem$$Lambda$125.0x0000000800c28dc0","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.DurationKeyDeserializer","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$50.0x0000000800ba0df8","16 B (0 %)","1 (0 %)"
"sun.nio.ch.ExtendedSocketOption$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration","16 B (0 %)","1 (0 %)"
"java.util.stream.Nodes$EmptyNode$OfInt","16 B (0 %)","1 (0 %)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$103.0x0000000800bf86e8","16 B (0 %)","1 (0 %)"
"java.lang.management.ManagementFactory$$Lambda$30.0x0000000800b7b3c0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBindConstructorProvider","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.util.ViewMatcher","16 B (0 %)","1 (0 %)"
"org.springframework.objenesis.strategy.StdInstantiatorStrategy","16 B (0 %)","1 (0 %)"
"org.springframework.core.$Proxy50","16 B (0 %)","1 (0 %)"
"org.thymeleaf.expression.Arrays","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationCondition","16 B (0 %)","1 (0 %)"
"jdk.internal.module.DefaultRoots$$Lambda$2.0x0000000800b53d18","16 B (0 %)","1 (0 %)"
"sun.instrument.TransformerManager$TransformerInfo[]","16 B (0 %)","1 (0 %)"
"org.thymeleaf.EngineConfiguration$TemplateResolverComparator","16 B (0 %)","1 (0 %)"
"com.sun.beans.introspect.MethodInfo$MethodOrder","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.BindResult","16 B (0 %)","1 (0 %)"
"sun.management.ManagementFactoryHelper$$Lambda$48.0x0000000800ba09a8","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy8","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy6","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.server.Http2","16 B (0 %)","1 (0 %)"
"sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$98.0x0000000800befb30","16 B (0 %)","1 (0 %)"
"sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter","16 B (0 %)","1 (0 %)"
"java.util.stream.Nodes$EmptyNode$OfRef","16 B (0 %)","1 (0 %)"
"sun.security.provider.AbstractDrbg$SeederHolder$$Lambda$76.0x0000000800bca608","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$180.0x0000000800c78cf0","16 B (0 %)","1 (0 %)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$273.0x0000000800d06970","16 B (0 %)","1 (0 %)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$314.0x0000000800d33600","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.websocket.servlet.TomcatWebSocketServletWebServerCustomizer","16 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ConfigurationClassEnhancer$BeanFactoryAwareGeneratorStrategy","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration","16 B (0 %)","1 (0 %)"
"java.lang.InheritableThreadLocal","16 B (0 %)","1 (0 %)"
"ch.qos.logback.core.filter.Filter[]","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl_Stub","16 B (0 %)","1 (0 %)"
"org.thymeleaf.extras.java8time.dialect.Java8TimeExpressionFactory","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy58","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy54","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy55","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy56","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.YearMonthKeyDeserializer","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy57","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.AnnotationFilter$2","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.support.AutowireUtils$$Lambda$389.0x0000000800dc5820","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy52","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.AnnotationFilter$1","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$138.0x0000000800c399f8","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy47","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy46","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.aop.AopAutoConfiguration","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy36","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy35","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.request.async.TimeoutDeferredResultProcessingInterceptor","16 B (0 %)","1 (0 %)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$12.0x0000000800b55528","16 B (0 %)","1 (0 %)"
"java.time.format.DateTimeTextProvider","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ComponentScanPackageCheck","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy21","16 B (0 %)","1 (0 %)"
"org.springframework.web.bind.support.DefaultSessionAttributeStore","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy23","16 B (0 %)","1 (0 %)"
"org.springframework.context.index.CandidateComponentsIndexLoader$$Lambda$234.0x0000000800ccd860","16 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext$$Lambda$496.0x0000000800ddba50","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy15","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy17","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy10","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy11","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.UriComponentsBuilderMethodArgumentResolver","16 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy13","16 B (0 %)","1 (0 %)"
"com.sun.management.internal.PlatformMBeanProviderImpl","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer","16 B (0 %)","1 (0 %)"
"java.lang.reflect.ProxyGenerator$$Lambda$36.0x0000000800b91440","16 B (0 %)","1 (0 %)"
"javax.management.remote.rmi.RMIConnectionImpl_Stub","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$56.0x0000000800ba5820","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.support.WebApplicationContextUtils$WebRequestObjectFactory","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Async","16 B (0 %)","1 (0 %)"
"org.thymeleaf.processor.xmldeclaration.IXMLDeclarationProcessor[]","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory$$Lambda$350.0x0000000800d60040","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$3","16 B (0 %)","1 (0 %)"
"org.springframework.util.MimeType$SpecificityComparator","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$2","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$1","16 B (0 %)","1 (0 %)"
"sun.rmi.server.UnicastRef$$Lambda$69.0x0000000800bae9b8","16 B (0 %)","1 (0 %)"
"java.io.DeleteOnExitHook$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.websocket.servlet.TomcatWebSocketServletWebServerCustomizer$$Lambda$394.0x0000000800dc7250","16 B (0 %)","1 (0 %)"
"java.lang.String$CaseInsensitiveComparator","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$269.0x0000000800cb4758","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.config.AnsiOutputApplicationListener$$Lambda$202.0x0000000800c8cd60","16 B (0 %)","1 (0 %)"
"org.springframework.boot.task.TaskExecutorBuilder$$Lambda$530.0x0000000800e37278","16 B (0 %)","1 (0 %)"
"java.lang.ApplicationShutdownHooks$1","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.DeferredResultMethodReturnValueHandler","16 B (0 %)","1 (0 %)"
"org.springframework.boot.StartupInfoLogger$$Lambda$239.0x0000000800cdf970","16 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.jsontype.impl.LaissezFaireSubTypeValidator","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider","16 B (0 %)","1 (0 %)"
"java.time.format.DateTimeFormatter$$Lambda$151.0x0000000800c5df08","16 B (0 %)","1 (0 %)"
"org.thymeleaf.context.StandardEngineContextFactory","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.Enhancer$1","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.core.util.DefaultPrettyPrinter$FixedSpaceIndenter","16 B (0 %)","1 (0 %)"
"org.springframework.util.MimeTypeUtils$$Lambda$548.0x0000000800e48040","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$5.0x0000000800b545c8","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.DefaultGeneratorStrategy","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$40.0x0000000800b94418","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration$GitResourceAvailableCondition","16 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.expression.Mvc","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$49.0x0000000800ba0be0","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$543.0x0000000800e43718","16 B (0 %)","1 (0 %)"
"java.util.stream.Collectors$$Lambda$482.0x0000000800da49c0","16 B (0 %)","1 (0 %)"
"org.springframework.util.ConcurrentReferenceHashMap$EntrySet","16 B (0 %)","1 (0 %)"
"org.springframework.util.ReflectionUtils$$Lambda$108.0x0000000800c050b0","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.ArrayBinder$$Lambda$172.0x0000000800c77368","16 B (0 %)","1 (0 %)"
"jdk.net.ExtendedSocketOptions$PlatformSocketOptions","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.ZoneIdKeyDeserializer","16 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.BeanFactoryUtils$$Lambda$289.0x0000000800d179a8","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.introspect.AnnotationCollector$NoAnnotations","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.task.TaskExecutionAutoConfiguration","16 B (0 %)","1 (0 %)"
"org.thymeleaf.expression.Sets","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$480.0x0000000800dd3b10","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.RepeatableContainers$StandardRepeatableContainers$$Lambda$113.0x0000000800c19848","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateTimeKeyDeserializer","16 B (0 %)","1 (0 %)"
"java.time.chrono.IsoChronology","16 B (0 %)","1 (0 %)"
"org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessorMonitor","16 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.LazyLoaderGenerator","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.OffsetDateTimeKeyDeserializer","16 B (0 %)","1 (0 %)"
"java.util.regex.Pattern$LastNode","16 B (0 %)","1 (0 %)"
"org.thymeleaf.templateparser.text.CSSTemplateParser","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer$$Lambda$277.0x0000000800d079c8","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.SimpleControllerHandlerAdapter","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.deser.BeanDeserializerModifier[]","16 B (0 %)","1 (0 %)"
"org.springframework.web.method.annotation.RequestHeaderMapMethodArgumentResolver","16 B (0 %)","1 (0 %)"
"org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$327.0x0000000800d4c600","16 B (0 %)","1 (0 %)"
"sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$454.0x0000000800dd0260","16 B (0 %)","1 (0 %)"
"java.beans.PropertyDescriptor[]","16 B (0 %)","1 (0 %)"
"org.springframework.boot.StartupInfoLogger$$Lambda$240.0x0000000800ce0040","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer$$Lambda$279.0x0000000800d09588","16 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.DescriptorCache","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$429.0x0000000800dccba8","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor","16 B (0 %)","1 (0 %)"
"java.io.ObjectInputFilter$Config$Global$$Lambda$64.0x0000000800baa728","16 B (0 %)","1 (0 %)"
"org.springframework.boot.availability.ApplicationAvailabilityBean","16 B (0 %)","1 (0 %)"
"java.util.EnumMap$1","16 B (0 %)","1 (0 %)"
"sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo","16 B (0 %)","1 (0 %)"
"org.thymeleaf.expression.Aggregates","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.AsyncTaskMethodReturnValueHandler","16 B (0 %)","1 (0 %)"
"org.springframework.core.OrderComparator","16 B (0 %)","1 (0 %)"
"java.lang.Throwable[]","16 B (0 %)","1 (0 %)"
"java.nio.Bits$1","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBinder$$Lambda$382.0x0000000800dc3e70","16 B (0 %)","1 (0 %)"
"org.springframework.web.context.request.async.DeferredResultProcessingInterceptor[]","16 B (0 %)","1 (0 %)"
"org.springframework.core.log.CompositeLog$$Lambda$224.0x0000000800cae730","16 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.NumberToDataSizeConverter","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletConfiguration","16 B (0 %)","1 (0 %)"
"com.example.shortify.controllers.URLShortenerRestController","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$323.0x0000000800d4bd20","16 B (0 %)","1 (0 %)"
"java.util.Collections$EmptyEnumeration","16 B (0 %)","1 (0 %)"
"org.springframework.boot.util.LambdaSafe$InvocationResult","16 B (0 %)","1 (0 %)"
"java.lang.Terminator$1","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.module.paramnames.ParameterExtractor","16 B (0 %)","1 (0 %)"
"sun.nio.ch.WindowsSelectorProvider","16 B (0 %)","1 (0 %)"
"com.sun.naming.internal.VersionHelper$$Lambda$130.0x0000000800c239a8","16 B (0 %)","1 (0 %)"
"org.springframework.context.expression.BeanFactoryAccessor","16 B (0 %)","1 (0 %)"
"java.io.ObjectInputFilter$Config$$Lambda$62.0x0000000800ba9e70","16 B (0 %)","1 (0 %)"
"java.lang.ProcessEnvironment$CheckedKeySet","16 B (0 %)","1 (0 %)"
"sun.security.provider.NativeSeedGenerator","16 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.BindConverter$CompositeConversionService","16 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.introspect.AnnotationCollector$EmptyCollector","16 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.modeler.NoDescriptorRegistry$NoJmxMBeanServer","16 B (0 %)","1 (0 %)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$367.0x0000000800da0bf0","16 B (0 %)","1 (0 %)"
"java.util.stream.Nodes$EmptyNode$OfLong","16 B (0 %)","1 (0 %)"
"sun.reflect.generics.tree.ByteSignature","16 B (0 %)","1 (0 %)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$102.0x0000000800bf84d0","16 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl_Skel","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.http.HttpMessageConverters","16 B (0 %)","1 (0 %)"
"java.util.Collections$EmptySet","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.AnnotatedElementUtils$$Lambda$542.0x0000000800e422e8","16 B (0 %)","1 (0 %)"
"com.sun.naming.internal.VersionHelper$$Lambda$132.0x0000000800c23dd8","16 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorTemplateMissingCondition","16 B (0 %)","1 (0 %)"
"java.lang.invoke.ClassSpecializer$1","16 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.view.AbstractCachingViewResolver$1","16 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.MissingMergedAnnotation","16 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$$Lambda$73.0x0000000800bc45c8","16 B (0 %)","1 (0 %)"
